id,name,target_sentence_count,language,native_name,is_contributable,is_translated,text_direction,is_african,african_countries
81343,bsy,750,Sabah Bisaya,bsy,0,0,LTR,False,[]
81344,cpx,2000,Heng Hua,cpx,0,0,LTR,False,[]
81345,kzi,750,Kelabit,kzi,0,0,LTR,False,[]
81346,mel,750,Melanau,mel,0,0,LTR,False,[]
81347,msi,2000,Sabah Malay,msi,0,0,LTR,False,[]
81348,pez,750,Eastern Penan,pez,0,0,LTR,False,[]
81349,pne,750,Western Penan,pne,0,0,LTR,False,[]
81350,sdo,750,Serian Bidayuh,sdo,0,0,LTR,False,[]
81351,snv,750,Sa’ban,snv,0,0,LTR,False,[]
81352,xkl,750,Kenyah,xkl,0,0,LTR,False,[]
81353,seh,2000,Sena,seh,0,0,LTR,False,[]
81354,hak,5000,Hakka,hak,0,0,LTR,False,[]
81355,su,5000,Sundanese,Basa Sunda,0,1,LTR,False,[]
81356,glk,2000,Gilaki,glk,0,0,RTL,False,[]
81357,pau,750,Palauan,pau,0,0,LTR,False,[]
81358,tum,750,Tumbuka,tum,0,0,LTR,False,[]
81359,laj,750,Lango,laj,0,0,LTR,False,[]
81360,aii,750,Suret,aii,0,0,RTL,False,[]
81361,efk,750,Efik,efk,0,0,LTR,False,[]
81362,ce,2000,Chechen,Нохчийн,0,1,LTR,False,[]
81363,kjh,2000,Khakas,kjh,0,0,LTR,False,[]
81364,sba,2000,Ngambay,sba,0,0,LTR,False,[]
81365,tuq,2000,Tudaga,tuq,0,0,LTR,False,[]
81366,usp,2000,Uspanteko,usp,0,0,LTR,False,[]
81367,rki,2000,Rakhine,rki,0,1,LTR,False,[]
81368,mnw,2000,Mon,mnw,0,0,LTR,False,[]
